locus	description	name
PA14_07310	hydrolase	PA14_07310
PA14_07330	hypothetical protein	PA14_07330
PA14_07340	transcriptional regulator	PA14_07340
PA14_07355	hypothetical protein	PA14_07355
PA14_07360	hypothetical protein	PA14_07360
PA14_07370	hypothetical protein	PA14_07370
PA14_07380	hypothetical protein	PA14_07380
PA14_07400	hypothetical protein	PA14_07400
PA14_07410	hypothetical protein	PA14_07410
PA14_07420	hypothetical protein	PA14_07420
PA14_07430	hypothetical protein	PA14_07430
PA14_07440	hypothetical protein	PA14_07440
PA14_07450	hypothetical protein	PA14_07450
PA14_07460	hypothetical protein	PA14_07460
PA14_07480	reverse transcriptase	PA14_07480
PA14_07500	hypothetical protein	PA14_07500
PA14_07520	RNA polymerase sigma factor RpoD	rpoD
PA14_07530	DNA primase	dnaG
PA14_07550	hypothetical protein	PA14_07550
PA14_07560	30S ribosomal protein S21	rpsU
PA14_07570	DNA-binding/iron metalloprotein/AP endonuclease	gcp
PA14_07580	glycerol-3-phosphate acyltransferase PlsY	PA14_07580
PA14_07590	dihydroneopterin aldolase	folB
PA14_07600	2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase	PA14_07600
PA14_07620	multifunctional tRNA nucleotidyl transferase/2'3'-cyclic phosphodiesterase/2'nucleotidase/phosphatase	cca
PA14_07630	hypothetical protein	PA14_07630
PA14_07650	SpoVR family protein	PA14_07650
PA14_07660	hypothetical protein	PA14_07660
PA14_07680	hypothetical protein	PA14_07680
PA14_07690	thiosulfate sulfurtransferase	glpE
PA14_07700	diadenosine tetraphosphatase	apaH
PA14_07710	ApaG protein	apaG
PA14_07730	dimethyladenosine transferase	ksgA
PA14_07740	4-hydroxythreonine-4-phosphate dehydrogenase	pdxA
PA14_07760	peptidyl-prolyl cis-trans isomerase SurA	surA
PA14_07770	organic solvent tolerance protein OstA	ostA
PA14_07780	hypothetical protein	PA14_07780
PA14_07790	nucleotidyl transferase	PA14_07790
PA14_07800	hypothetical protein	PA14_07800
PA14_07810	hypothetical protein	PA14_07810
PA14_07820	histidine kinase	PA14_07820
PA14_07840	two-component response regulator	PA14_07840
PA14_07850	ABC transporter substrate-binding protein	PA14_07850
PA14_07860	ABC transporter ATP-binding protein	PA14_07860
PA14_07870	ABC transporter substrate-binding protein	PA14_07870
PA14_07890	ABC transporter permease	PA14_07890
PA14_07900	ABC transporter permease	PA14_07900
PA14_07910	ribulose-phosphate 3-epimerase	rpe
PA14_07930	phosphoglycolate phosphatase	PA14_07930
PA14_07940	anthranilate synthase component I	trpE
PA14_07950	transcriptional regulator PrtN	prtN
PA14_07960	transcriptional regulator PrtR	prtR
PA14_07970	hypothetical protein	PA14_07970
PA14_07980	hypothetical protein	PA14_07980
PA14_07990	hypothetical protein	PA14_07990
PA14_08000	hypothetical protein	PA14_08000
PA14_08010	hypothetical protein	PA14_08010
PA14_08020	bacteriophage protein	PA14_08020
PA14_08030	phage baseplate assembly protein	PA14_08030
PA14_08040	phage tail protein	PA14_08040
PA14_08050	tail fiber protein	PA14_08050
PA14_08060	tail fiber assembly protein	PA14_08060
PA14_08070	phage tail sheath protein	PA14_08070
PA14_08090	phage tail tube protein	PA14_08090
PA14_08100	hypothetical protein	PA14_08100
PA14_08110	hypothetical protein	PA14_08110
PA14_08120	tail length determinator protein	PA14_08120
PA14_08130	hypothetical protein	PA14_08130
PA14_08140	hypothetical protein	PA14_08140
PA14_08150	phage late control gene D protein	PA14_08150
PA14_08160	lytic enzyme	PA14_08160
PA14_08180	hypothetical protein	PA14_08180
PA14_08190	hypothetical protein	PA14_08190
PA14_08200	hypothetical protein	PA14_08200
PA14_08210	hypothetical protein	PA14_08210
PA14_08220	hypothetical protein	PA14_08220
PA14_08230	hypothetical protein	PA14_08230
PA14_08240	hypothetical protein	PA14_08240
PA14_08250	hypothetical protein	PA14_08250
PA14_08260	minor tail protein L	PA14_08260
PA14_08270	hypothetical protein	PA14_08270
PA14_08280	bacteriophage protein	PA14_08280
PA14_08300	phage-related protein, tail component	PA14_08300
PA14_08310	hypothetical protein	PA14_08310
PA14_08320	hypothetical protein	PA14_08320
PA14_08330	hypothetical protein	PA14_08330
PA14_08340	anthranilate synthase component II	trpG
PA14_08350	anthranilate phosphoribosyltransferase	trpD
PA14_08360	indole-3-glycerol-phosphate synthase	trpC
PA14_08370	cAMP-regulatory protein	vfr
PA14_08380	hypothetical protein	PA14_08380
PA14_08390	S-adenosylmethionine decarboxylase	speD
PA14_08400	hypothetical protein	PA14_08400
PA14_08420	HIT family protein	PA14_08420
PA14_08430	ATPase	PA14_08430
PA14_08440	short chain alcohol dehydrogenase	PA14_08440
PA14_08450	hypothetical protein	PA14_08450
PA14_08460	hypothetical protein	PA14_08460
PA14_08470	hypothetical protein	PA14_08470
PA14_08480	N-acetyl-gamma-glutamyl-phosphate reductase	argC
PA14_08490	hypothetical protein	PA14_08490
PA14_08500	hypothetical protein	PA14_08500
PA14_08510	iron-sulfur cluster insertion protein ErpA	PA14_08510
PA14_08520	anhydro-N-acetylmuramic acid kinase	anmK
PA14_08540	hypothetical protein	PA14_08540
PA14_08560	tyrosyl-tRNA synthetase	tyrZ
PA14_08620	biotin--protein ligase	birA
PA14_08630	pantothenate kinase	PA14_08630
PA14_08640	hypothetical protein	PA14_08640
PA14_08680	elongation factor Tu	tufB
PA14_08695	preprotein translocase subunit SecE	secE
PA14_08710	transcription antitermination protein NusG	nusG
PA14_08720	50S ribosomal protein L11	rplK
PA14_08730	50S ribosomal protein L1	rplA
PA14_08740	50S ribosomal protein L10	rplJ
PA14_08750	50S ribosomal protein L7/L12	rplL
PA14_08760	DNA-directed RNA polymerase subunit beta	rpoB
PA14_08780	DNA-directed RNA polymerase subunit beta'	rpoC
PA14_08790	30S ribosomal protein S12	rpsL
PA14_08810	30S ribosomal protein S7	rpsG
PA14_08820	elongation factor G	fusA1
PA14_08830	elongation factor Tu	tufA
PA14_08840	30S ribosomal protein S10	rpsJ
PA14_08850	50S ribosomal protein L3	rplC
PA14_08860	50S ribosomal protein L4	rplD
PA14_08870	50S ribosomal protein L23	rplW
PA14_08880	50S ribosomal protein L2	rplB
PA14_08890	30S ribosomal protein S19	rpsS
PA14_08900	50S ribosomal protein L22	rplV
PA14_08910	30S ribosomal protein S3	rpsC
PA14_08920	50S ribosomal protein L16	rplP
PA14_08930	50S ribosomal protein L29	rpmC
PA14_08940	30S ribosomal protein S17	rpsQ
PA14_08950	50S ribosomal protein L14	rplN
PA14_08960	50S ribosomal protein L24	rplX
PA14_08970	50S ribosomal protein L5	rplE
PA14_08980	30S ribosomal protein S14	rpsN
PA14_08990	30S ribosomal protein S8	rpsH
PA14_09000	50S ribosomal protein L6	rplF
PA14_09010	50S ribosomal protein L18	rplR
PA14_09020	30S ribosomal protein S5	rpsE
PA14_09030	50S ribosomal protein L30	rpmD
PA14_09040	50S ribosomal protein L15	rplO
PA14_09050	preprotein translocase subunit SecY	secY
PA14_09070	50S ribosomal protein L36	rpmJ
PA14_09080	30S ribosomal protein S13	rpsM
PA14_09090	30S ribosomal protein S11	rpsK
PA14_09100	30S ribosomal protein S4	rpsD
PA14_09115	DNA-directed RNA polymerase subunit alpha	rpoA
PA14_09130	50S ribosomal protein L17	rplQ
PA14_09150	catalase	katA
PA14_09160	bacterioferritin	bfrA
PA14_09180	excinuclease ABC subunit A	uvrA
PA14_09195	major facilitator transporter	PA14_09195
PA14_09200	single-stranded DNA-binding protein	ssb
PA14_09210	salicylate biosynthesis isochorismate synthase	pchA
PA14_09220	isochorismate-pyruvate lyase	pchB
PA14_09230	pyochelin biosynthetic protein PchC	pchC
PA14_09240	pyochelin biosynthesis protein PchD	pchD
PA14_09260	transcriptional regulator PchR	pchR
PA14_09270	dihydroaeruginoic acid synthetase	pchE
PA14_09280	pyochelin synthetase	pchF
PA14_09290	pyochelin biosynthetic protein PchG	pchG
PA14_09300	ABC transporter ATP-binding protein	PA14_09300
PA14_09320	ABC transporter ATP-binding protein	PA14_09320
PA14_09340	Fe(III)-pyochelin outer membrane receptor	fptA
PA14_09350	hypothetical protein	PA14_09350
PA14_09370	hypothetical protein	PA14_09370
PA14_09380	transporter	PA14_09380
PA14_09400	hypothetical protein	phzS
PA14_09410	pyrodoxamine 5'-phosphate oxidase	phzG1
PA14_09420	phenazine biosynthesis protein	phzF1
PA14_09440	phenazine biosynthesis protein PhzE	phzE1
PA14_09450	phenazine biosynthesis protein PhzD	phzD1
PA14_09460	phenazine biosynthesis protein PhzC	phzC1
PA14_09470	phenazine biosynthesis protein	phzB1
PA14_09480	phenazine biosynthesis protein	phzA1
PA14_09490	phenazine-specific methyltransferase	phzM
PA14_09500	outer membrane protein	opmD
PA14_09520	RND efflux transporter	mexI
PA14_09530	RND efflux membrane fusion protein	mexH
PA14_09540	hypothetical protein	mexG
PA14_09550	hypothetical protein	PA14_09550
PA14_09570	LysR family transcriptional regulator	PA14_09570
PA14_09580	hypothetical protein	PA14_09580
PA14_09600	D-alanine--D-alanine ligase	ddlA
PA14_09610	hypothetical protein	PA14_09610
PA14_09630	acyl-CoA dehydrogenase	PA14_09630
PA14_09660	acyl-CoA synthetase	PA14_09660
PA14_09680	two-component sensor	PA14_09680
PA14_09690	two-component response regulator	PA14_09690
PA14_09700	monooxygenase	PA14_09700
PA14_09710	aldehyde dehydrogenase	PA14_09710
PA14_09730	dihydrodipicolinate synthase	PA14_09730
PA14_09740	MFS transporter	PA14_09740
PA14_09750	oxidoreductase	PA14_09750
PA14_09760	GntR family transcriptional regulator	PA14_09760
PA14_09770	sarcosine oxidation and utilization regulator SouR	souR
PA14_09780	hypothetical protein	PA14_09780
PA14_09790	transcriptional regulator	PA14_09790
PA14_09810	hypothetical protein	PA14_09810
PA14_09820	acetolactate synthase	PA14_09820
PA14_09850	porin	PA14_09850
PA14_09870	SAM-dependent methyltransferase , EftM	eftM
PA14_09880	hypothetical protein	PA14_09880
PA14_09890	peptidyl-prolyl cis-trans isomerase C2	ppiC2
PA14_09900	Pvds-regulated endoprotease, lysyl class	prpL
PA14_09910	transcriptional regulator	PA14_09910
PA14_09920	translation initiation inhibitor	PA14_09920
PA14_09930	exonuclease III	PA14_09930
PA14_09940	protease	PA14_09940
PA14_09950	oxidoreductase	PA14_09950
PA14_09960	hypothetical protein	PA14_09960
PA14_09970	type I ferripyoverdine receptor, FpvB	fpvB
PA14_09980	2,5-diketo-D-gluconate reductase B	dkgB
PA14_09990	acetyltransferase	PA14_09990
PA14_10010	transcriptional regulator	PA14_10010
PA14_10020	hypothetical protein	PA14_10020
PA14_10040	amidase	PA14_10040
PA14_10050	hypothetical protein	PA14_10050
PA14_10070	zinc-dependent oxidoreductase	PA14_10070
PA14_10080	hypothetical protein	PA14_10080
PA14_10090	LysR family transcriptional regulator	PA14_10090
PA14_10110	transporter	PA14_10110
PA14_10120	LysR family transcriptional regulator	PA14_10120
PA14_10130	short chain dehydrogenase	PA14_10130
PA14_10140	ferric enterobactin transport protein FepG	fepG
PA14_10160	ferric enterobactin transport protein FepD	fepD
PA14_10170	iron-enterobactin transporter periplasmic binding protein	fepB
PA14_10180	ferric enterobactin transport protein FepC	fepC
PA14_10190	transcriptional regulator	PA14_10190
PA14_10200	TonB-dependent receptor protein	PA14_10200
PA14_10210	oxidoreductase	PA14_10210
PA14_10220	SH3 domain-containing protein	PA14_10220
PA14_10230	2,3-butanediol dehydrogenase	adh
PA14_10240	branched-chain alpha-keto acid dehydrogenase subunit E2	PA14_10240
PA14_10250	acetoin catabolism protein AcoB	acoB
PA14_10260	dehydrogenase E1 component	PA14_10260
PA14_10270	hypothetical protein	PA14_10270
PA14_10280	short-chain dehydrogenase	PA14_10280
PA14_10290	transcriptional regulator AcoR	acoR
PA14_10300	efflux protein	PA14_10300
PA14_10320	transcriptional regulator	PA14_10320
PA14_10330	outer membrane protein	PA14_10330
PA14_10340	toxin transporter	PA14_10340
PA14_10350	secretion protein	PA14_10350
PA14_10360	hypothetical protein	PA14_10360
PA14_10370	hypothetical protein	PA14_10370
PA14_10380	hypothetical protein	PA14_10380
PA14_10400	hypothetical protein	PA14_10400
PA14_10410	hypothetical protein	PA14_10410
PA14_10420	tyrosyl-tRNA synthetase	tyrS
PA14_10440	porin	PA14_10440
PA14_10470	MFS transporter	PA14_10470
PA14_10480	transcriptional regulator	PA14_10480
PA14_10490	hypothetical protein	PA14_10490
PA14_10500	cbb3-type cytochrome c oxidase subunit I	PA14_10500
PA14_10530	GntR family transcriptional regulator	PA14_10530
PA14_10540	iron-sulfur cluster-binding protein	PA14_10540
PA14_10550	sulfite or nitrite reductas	PA14_10550
PA14_10560	hypothetical protein	PA14_10560
PA14_10570	2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase	PA14_10570
PA14_10590	2-oxo-hepta-3-ene-1,7-dioic acid hydratase	hpcG
PA14_10600	MFS transporter	PA14_10600
PA14_10610	5-carboxymethyl-2-hydroxymuconate isomerase	hpcD
PA14_10620	homoprotocatechuate 2,3-dioxygenase	hpcB
PA14_10630	5-carboxy-2-hydroxymuconate semialdehyde dehydrogenase	hpcC
PA14_10640	hypothetical protein	PA14_10640
PA14_10650	hypothetical protein	PA14_10650
PA14_10660	transcriptional regulator	PA14_10660
PA14_10670	aminoglycoside 3'-phosphotransferase type IIB	aph
PA14_10680	hypothetical protein	PA14_10680
PA14_10700	bacteriophytochrome	PA14_10700
PA14_10710	hypothetical protein	PA14_10710
PA14_10730	hypothetical protein	PA14_10730
PA14_10740	spermidine acetyltransferase	PA14_10740
PA14_10750	sugar efflux transporter	PA14_10750
PA14_10770	sensor/response regulator hybrid	PA14_10770
PA14_10780	hypothetical protein	PA14_10780
PA14_10790	beta-lactamase	ampC
PA14_10800	transcriptional regulator AmpR	ampR
PA14_10820	HDIG domain-containing protein	PA14_10820
PA14_10830	LysR family transcriptional regulator	PA14_10830
PA14_10840	dehydrogenase	PA14_10840
PA14_10850	dehydrogenase	PA14_10850
PA14_10870	hypothetical protein	PA14_10870
PA14_10890	short-chain dehydrogenase	PA14_10890
PA14_10900	alcohol dehydrogenase	PA14_10900
PA14_10910	major facilitator transporter	PA14_10910
PA14_10920	hypothetical protein	PA14_10920
PA14_10940	AraC family transcriptional regulator	PA14_10940
PA14_10950	hypothetical protein	PA14_10950
PA14_10960	ferredoxin oxidoreductase subunit	PA14_10960
PA14_10970	flavodoxin reductase	PA14_10970
PA14_10980	hypothetical protein	PA14_10980
PA14_10990	4-hydroxyphenylacetate 3-monooxygenase small subunit	hpaC
PA14_11000	4-hydroxyphenylacetate 3-monooxygenase large chain	hpaA
PA14_11010	hypothetical protein	PA14_11010
PA14_11020	3-ketoacyl-ACP reductase	PA14_11020
PA14_11030	aminotransferase	PA14_11030
PA14_11050	hypothetical protein	PA14_11050
PA14_11060	fimbrial subunit CupB1	cupB1
PA14_11070	chaperone CupB2	cupB2
PA14_11080	usher CupB3	cupB3
PA14_11090	chaperone CupB4	cupB4
PA14_11100	adhesive protein CupB5	cupB5
PA14_11110	fimbrial protein cupB6	cupB6
PA14_11120	response regulator	PA14_11120
PA14_11130	short chain dehydrogenase	PA14_11130
PA14_11140	nonribosomal peptide synthetase	PA14_11140
PA14_11150	transcriptional regulator	PA14_11150
PA14_11160	hypothetical protein	PA14_11160
PA14_11170	hypothetical protein	PA14_11170
PA14_11180	transcriptional regulator	PA14_11180
PA14_11190	aldehyde dehydrogenase	PA14_11190
PA14_11210	amino acid permease	PA14_11210
PA14_11230	hypothetical protein	PA14_11230
PA14_11240	DNA-binding transcriptional activator FeaR	PA14_11240
PA14_11250	hypothetical protein	PA14_11250
PA14_11260	epimerase	PA14_11260
PA14_11270	outer membrane protein OprG precursor	oprG
PA14_11280	hypothetical protein	PA14_11280
PA14_11290	permease	PA14_11290
PA14_11310	ABC transporter ATP-binding protein	PA14_11310
PA14_11320	hypothetical protein	PA14_11320
PA14_11330	hypothetical protein	PA14_11330
PA14_11340	thioredoxin	PA14_11340
PA14_11350	hypothetical protein	PA14_11350
PA14_11370	lipoprotein	PA14_11370
PA14_11380	transcriptional regulator NrdR	nrdR
PA14_11400	riboflavin-specific deaminase/reductase	ribD
PA14_11410	riboflavin synthase subunit alpha	ribC
PA14_11420	bifunctional 3,4-dihydroxy-2-butanone 4-phosphate synthase/GTP cyclohydrolase II-like protein	ribB
PA14_11430	6,7-dimethyl-8-ribityllumazine synthase	ribH
PA14_11450	transcription antitermination protein NusB	nusB
PA14_11460	thiamine monophosphate kinase	thiL
PA14_11470	phosphatidylglycerophosphatase A	pgpA
PA14_11480	hypothetical protein	PA14_11480
PA14_11490	hypothetical protein	PA14_11490
PA14_11510	GTP cyclohydrolase II	ribA
PA14_11520	hypothetical protein	PA14_11520
PA14_11530	hypothetical protein	PA14_11530
PA14_11550	1-deoxy-D-xylulose-5-phosphate synthase	dxs
PA14_11560	geranyltranstransferase	ispA
PA14_11570	exodeoxyribonuclease VII small subunit	xseB
PA14_11580	hypothetical protein	PA14_11580
PA14_11590	hypothetical protein	PA14_11590
PA14_11600	ABC transporter	PA14_11600
PA14_11610	ABC transporter permease	PA14_11610
PA14_11620	ABC transporter	PA14_11620
PA14_11630	two-component sensor	PA14_11630
PA14_11650	hypothetical protein	PA14_11650
PA14_11660	aquaporin Z	aqpZ
PA14_11670	hypothetical protein	PA14_11670
PA14_11680	two-component regulator	PA14_11680
PA14_11690	inorganic pyrophosphatase	ppa
PA14_11700	hypothetical protein	PA14_11700
PA14_11720	hypothetical protein	PA14_11720
PA14_11730	protein kinase	PA14_11730
PA14_11740	hypothetical protein	PA14_11740
PA14_11750	acetyltransferase	PA14_11750
PA14_11760	ethanolamine ammonia-lyase small subunit	PA14_11760
PA14_11770	ethanolamine ammonia-lyase large subunit	eutB
PA14_11790	amino acid transporter	PA14_11790
PA14_11810	aldehyde dehydrogenase	PA14_11810
PA14_11830	transcriptional regulator	PA14_11830
PA14_11845	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl- meso-diaminopimelate ligase	mpl
PA14_11860	aromatic acid decarboxylase	PA14_11860
PA14_11880	hypothetical protein	PA14_11880
PA14_11890	hypothetical protein	PA14_11890
PA14_11900	hypothetical protein	PA14_11900
PA14_11910	hypothetical protein	PA14_11910
PA14_11920	hypothetical protein	PA14_11920
PA14_11930	hypothetical protein	PA14_11930
PA14_11940	hypothetical protein	PA14_11940
PA14_11960	hypothetical protein	PA14_11960
PA14_11970	3-methyladenine DNA glycosylase	PA14_11970
PA14_11980	hypothetical protein	PA14_11980
PA14_11990	hydrolase	PA14_11990
PA14_12010	gamma-glutamyl phosphate reductase	proA
PA14_12020	nicotinic acid mononucleotide adenylyltransferase	nadD
PA14_12030	hypothetical protein	PA14_12030
PA14_12050	rRNA large subunit methyltransferase	PA14_12050
PA14_12060	penicillin-binding protein 2	pbpA
PA14_12070	rod shape-determining protein	rodA
PA14_12080	soluble lytic transglycosylase B	sltB1
PA14_12090	RlpA family lipoprotein	PA14_12090
PA14_12100	D-ala-D-ala-carboxypeptidase	dacC
PA14_12110	hypothetical protein	PA14_12110
