locus	description	name
PALES_05491	D-erythrose 4-phosphate dehydrogenase	epd
PALES_05501	phosphoglycerate kinase	pgk
PALES_05511	hypothetical protein	PALES_05511
PALES_05521	hypothetical protein	PALES_05521
PALES_05531	fructose-1,6-bisphosphate aldolase	fda
PALES_05541	hypothetical protein	PALES_05541
PALES_05551	putative isomerase	PALES_05551
PALES_05561	hypothetical protein	PALES_05561
PALES_05571	putative periplasmic protein	PALES_05571
PALES_05581	putative metal-dependent hydrolase	PALES_05581
PALES_05591	putative hydrolase	PALES_05591
PALES_05601	hypothetical protein	PALES_05601
PALES_05611	putative transcriptional regulator	PALES_05611
PALES_05621	hypothetical protein	PALES_05621
PALES_05631	hypothetical protein	PALES_05631
PALES_05641	hypothetical protein	PALES_05641
PALES_05651	hypothetical protein	PALES_05651
PALES_05661	hypothetical protein	PALES_05661
PALES_05671	hypothetical protein	PALES_05671
PALES_05681	hypothetical protein	PALES_05681
PALES_05691	hypothetical protein	PALES_05691
PALES_05701	hypothetical protein	PALES_05701
PALES_05711	hypothetical protein	PALES_05711
PALES_05721	hypothetical protein	PALES_05721
PALES_05731	RNA polymerase sigma factor RpoD	rpoD
PALES_05741	DNA primase	dnaG
PALES_05751	hypothetical protein	PALES_05751
PALES_05761	30S ribosomal protein S21	rpsU
PALES_05771	O-sialoglycoprotein endopeptidase	gcp
PALES_05781	putative glycerol-3-phosphate acyltransferase PlsY	PALES_05781
PALES_05791	dihydroneopterin aldolase	folB
PALES_05801	putative 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase	PALES_05801
PALES_05811	multifunctional tRNA nucleotidyl transferase/2'3'-cyclic phosphodiesterase/2'nucleotidase/phosphatase	cca
PALES_05821	hypothetical protein	PALES_05821
PALES_05831	SpoVR family protein	PALES_05831
PALES_05841	hypothetical protein	PALES_05841
PALES_05851	putative protein kinase	PALES_05851
PALES_05861	thiosulfate sulfurtransferase	glpE
PALES_05871	diadenosine tetraphosphatase	apaH
PALES_05881	ApaG	apaG
PALES_05891	dimethyladenosine transferase	ksgA
PALES_05901	4-hydroxythreonine-4-phosphate dehydrogenase	pdxA
PALES_05911	peptidyl-prolyl cis-trans isomerase SurA	surA
PALES_05921	organic solvent tolerance protein OstA precursor	ostA
PALES_05931	putative phosphotransferase	PALES_05931
PALES_05941	putative nucleotidyl transferase	PALES_05941
PALES_05951	putative DnaJ-like protein DjlA	PALES_05951
PALES_05961	hypothetical protein	PALES_05961
PALES_05971	putative two-component sensor	PALES_05971
PALES_05981	putative two-component response regulator	PALES_05981
PALES_05991	putative binding protein component of ABC transporter	PALES_05991
PALES_06001	putative ATP-binding component of ABC transporter	PALES_06001
PALES_06011	putative binding protein component of ABC transporter	PALES_06011
PALES_06021	putative permease of ABC transporter	PALES_06021
PALES_06031	putative permease of ABC transporter	PALES_06031
PALES_06041	ribulose-phosphate 3-epimerase	rpe
PALES_06051	phosphoglycolate phosphatase	PALES_06051
PALES_06061	anthranilate synthase component I	trpE
PALES_06071	transcriptional regulator PrtN	prtN
PALES_06081	transcriptional regulator PrtR	prtR
PALES_06091	repressor, PtrB	ptrB
PALES_06101	hypothetical protein	PALES_06101
PALES_06111	putative holin	PALES_06111
PALES_06121	hypothetical protein	PALES_06121
PALES_06131	putative baseplate assembly protein V	PALES_06131
PALES_06141	putative bacteriophage protein	PALES_06141
PALES_06151	putative bacteriophage protein	PALES_06151
PALES_06161	putative bacteriophage protein	PALES_06161
PALES_06171	putative bacteriophage protein	PALES_06171
PALES_06181	putative bacteriophage protein	PALES_06181
PALES_06191	putative bacteriophage protein	PALES_06191
PALES_06201	hypothetical protein	PALES_06201
PALES_06211	putative tail length determinator protein	PALES_06211
PALES_06221	putative tail formation protein	PALES_06221
PALES_06231	putative phage protein X	PALES_06231
PALES_06241	putative phage late control gene D protein	PALES_06241
PALES_06251	putative lytic enzyme	PALES_06251
PALES_06261	hypothetical protein	PALES_06261
PALES_06271	hypothetical protein	PALES_06271
PALES_06281	anthranilate synthase component II	trpG
PALES_06291	anthranilate phosphoribosyltransferase	trpD
PALES_06301	indole-3-glycerol-phosphate synthase	trpC
PALES_06311	cAMP-regulatory protein	vfr
PALES_06321	putative redox protein	PALES_06321
PALES_06331	S-adenosylmethionine decarboxylase	speD
PALES_06341	putative ubiquinone biosynthesis protein	PALES_06341
PALES_06351	putative HIT family protein	PALES_06351
PALES_06361	putative ATPase	PALES_06361
PALES_06371	putative short-chain dehydrogenase	PALES_06371
PALES_06381	hypothetical protein	PALES_06381
PALES_06391	putative 2-nitropropane dioxygenase	PALES_06391
PALES_06401	hypothetical protein	PALES_06401
PALES_06411	N-acetyl-gamma-glutamyl-phosphate reductase	argC
PALES_06421	hypothetical protein	PALES_06421
PALES_06431	putative integral membrane protein	PALES_06431
PALES_06441	iron-sulfur cluster insertion protein ErpA	PALES_06441
PALES_06451	anhydro-N-acetylmuramic acid kinase	anmK
PALES_06461	putative metallopeptidase	PALES_06461
PALES_06471	tyrosyl-tRNA synthetase	tyrZ
PALES_06481	biotin--protein ligase	birA
PALES_06491	pantothenate kinase	PALES_06491
PALES_06501	hypothetical protein	PALES_06501
PALES_06511	elongation factor Tu	tufB
PALES_06521	preprotein translocase subunit SecE	secE
PALES_06531	transcription antitermination protein NusG	nusG
PALES_06541	50S ribosomal protein L11	rplK
PALES_06551	50S ribosomal protein L1	rplA
PALES_06561	50S ribosomal protein L10	rplJ
PALES_06571	50S ribosomal protein L7/L12	rplL
PALES_06581	DNA-directed RNA polymerase subunit beta	rpoB
PALES_06591	DNA-directed RNA polymerase subunit beta'	rpoC
PALES_06601	30S ribosomal protein S12	rpsL
PALES_06611	30S ribosomal protein S7	rpsG
PALES_06621	elongation factor G	fusA1
PALES_06631	elongation factor Tu	tufA
PALES_06641	30S ribosomal protein S10	rpsJ
PALES_06651	50S ribosomal protein L3	rplC
PALES_06661	50S ribosomal protein L4	rplD
PALES_06671	50S ribosomal protein L23	rplW
PALES_06681	50S ribosomal protein L2	rplB
PALES_06691	30S ribosomal protein S19	rpsS
PALES_06701	50S ribosomal protein L22	rplV
PALES_06711	30S ribosomal protein S3	rpsC
PALES_06721	50S ribosomal protein L16	rplP
PALES_06731	50S ribosomal protein L29	rpmC
PALES_06741	30S ribosomal protein S17	rpsQ
PALES_06751	50S ribosomal protein L14	rplN
PALES_06761	50S ribosomal protein L24	rplX
PALES_06771	50S ribosomal protein L5	rplE
PALES_06781	30S ribosomal protein S14	rpsN
PALES_06791	30S ribosomal protein S8	rpsH
PALES_06801	50S ribosomal protein L6	rplF
PALES_06811	50S ribosomal protein L18	rplR
PALES_06821	30S ribosomal protein S5	rpsE
PALES_06831	50S ribosomal protein L30	rpmD
PALES_06841	50S ribosomal protein L15	rplO
PALES_06851	preprotein translocase subunit SecY	secY
PALES_06861	30S ribosomal protein S13	rpsM
PALES_06871	30S ribosomal protein S11	rpsK
PALES_06881	30S ribosomal protein S4	rpsD
PALES_06891	DNA-directed RNA polymerase subunit alpha	rpoA
PALES_06901	50S ribosomal protein L17	rplQ
PALES_06911	catalase	katA
PALES_06921	bacterioferritin	bfrA
PALES_06931	excinuclease ABC subunit A	uvrA
PALES_06941	putative major facilitator superfamily (MFS) transporter	PALES_06941
PALES_06951	single-stranded DNA-binding protein	ssb
PALES_06961	salicylate biosynthesis isochorismate synthase	pchA
PALES_06971	isochorismate-pyruvate lyase	pchB
PALES_06981	pyochelin biosynthetic protein PchC	pchC
PALES_06991	pyochelin biosynthesis protein PchD	pchD
PALES_07001	transcriptional regulator PchR	pchR
PALES_07011	dihydroaeruginoic acid synthetase	pchE
PALES_07021	pyochelin synthetase	pchF
PALES_07031	pyochelin biosynthetic protein PchG	pchG
PALES_07041	putative ATP-binding component of ABC transporter	PALES_07041
PALES_07051	putative ATP-binding component of ABC transporter	PALES_07051
PALES_07061	Fe(III)-pyochelin outer membrane receptor precursor	fptA
PALES_07071	hypothetical protein	PALES_07071
PALES_07081	hypothetical protein	PALES_07081
PALES_07091	putative transporter	PALES_07091
PALES_07101	hypothetical protein	phzS
PALES_07111	putative pyridoxamine 5'-phosphate oxidase	phzG1
PALES_07121	putative phenazine biosynthesis protein	phzF1
PALES_07131	phenazine biosynthesis protein PhzE	phzE1
PALES_07141	phenazine biosynthesis protein PhzD	phzD1
PALES_07151	phenazine biosynthesis protein PhzC	phzC1
PALES_07161	putative phenazine biosynthesis protein	phzB1
PALES_07171	putative phenazine biosynthesis protein	phzA1
PALES_07181	putative phenazine-specific methyltransferase	phzM
PALES_07191	putative outer membrane protein precursor	opmD
PALES_07201	putative Resistance-Nodulation-Cell Division (RND) efflux transporter	mexI
PALES_07211	putative Resistance-Nodulation-Cell Division (RND) efflux membrane fusion protein precursor	mexH
PALES_07221	hypothetical protein	mexG
PALES_07231	putative 3-carboxymuconate cyclase	PALES_07231
PALES_07241	putative transcriptional regulator	PALES_07241
PALES_07251	hypothetical protein	PALES_07251
PALES_07261	D-alanine-D-alanine ligase A	ddlA
PALES_07271	hypothetical protein	PALES_07271
PALES_07281	putative acyl-CoA dehydrogenase	PALES_07281
PALES_07291	acyl-CoA synthetase	PALES_07291
PALES_07301	putative two-component sensor	PALES_07301
PALES_07311	putative two-component response regulator	PALES_07311
PALES_07321	putative binding protein component of ABC transporter	PALES_07321
PALES_07331	putative permease of ABC transporter	PALES_07331
PALES_07341	putative permease of ABC transporter	PALES_07341
PALES_07351	putative ATP-binding component of ABC transporter	PALES_07351
PALES_07361	putative iron/ascorbate oxidoreductase	PALES_07361
PALES_07371	putative monooxygenase	pqsL
PALES_07381	putative aldehyde dehydrogenase	PALES_07381
PALES_07391	putative dihydrodipicolinate synthase	PALES_07391
PALES_07401	putative major facilitator superfamily (MFS) transporter	PALES_07401
PALES_07411	putative oxidoreductase	PALES_07411
PALES_07421	putative transcriptional regulator	PALES_07421
PALES_07431	putative transcriptional regulator	PALES_07431
PALES_07441	hypothetical protein	PALES_07441
PALES_07451	putative transcriptional regulator	PALES_07451
PALES_07461	hypothetical protein	PALES_07461
PALES_07471	acetolactate synthase	PALES_07471
PALES_07481	putative porin	PALES_07481
PALES_07491	hypothetical protein	PALES_07491
PALES_07501	hypothetical protein	PALES_07501
PALES_07511	peptidyl-prolyl cis-trans isomerase C2	ppiC2
PALES_07521	protease IV	piv
PALES_07531	putative transcriptional regulator	PALES_07531
PALES_07541	putative translation initiation inhibitor	PALES_07541
PALES_07551	putative nuclease	PALES_07551
PALES_07561	putative protease	PALES_07561
PALES_07571	putative oxidoreductase	PALES_07571
PALES_07581	putative transcriptional regulator	PALES_07581
PALES_07591	second ferric pyoverdine receptor FpvB	fpvB
PALES_07601	2,5-diketo-D-gluconate reductase B	dkgB
PALES_07611	putative acetyltransferase	PALES_07611
PALES_07621	putative transcriptional regulator	PALES_07621
PALES_07631	hypothetical protein	PALES_07631
PALES_07641	amidase	PALES_07641
PALES_07651	short chain dehydrogenase	PALES_07651
PALES_07661	ferric enterobactin transport protein FepG	fepG
PALES_07671	ferric enterobactin transport protein FepD	fepD
PALES_07681	iron-enterobactin transporter periplasmic binding protein	fepB
PALES_07691	ferric enterobactin transport protein FepC	fepC
PALES_07701	putative transcriptional regulator	PALES_07701
PALES_07711	putative TonB-dependent receptor	PALES_07711
PALES_07721	putative oxidoreductase	PALES_07721
PALES_07731	putative SH3 domain protein	PALES_07731
PALES_07741	2,3-butanediol dehydrogenase	PALES_07741
PALES_07751	branched-chain alpha-keto acid dehydrogenase subunit E2	PALES_07751
PALES_07761	acetoin catabolism protein AcoB	acoB
PALES_07771	putative dehydrogenase E1 component	PALES_07771
PALES_07781	putative acetoin catabolism protein	PALES_07781
PALES_07791	putative short-chain dehydrogenase	PALES_07791
PALES_07801	transcriptional regulator AcoR	acoR
PALES_07811	hypothetical protein	PALES_07811
PALES_07821	putative transcriptional regulator	PALES_07821
PALES_07831	putative outer membrane protein precursor	PALES_07831
PALES_07841	putative toxin transporter	PALES_07841
PALES_07851	putative secretion protein	PALES_07851
PALES_07861	hypothetical protein	PALES_07861
PALES_07871	putative cholesterol oxidase	PALES_07871
PALES_07881	hypothetical protein	PALES_07881
PALES_07891	Integrase	PALES_07891
PALES_07901	hypothetical protein	PALES_07901
PALES_07911	hypothetical protein	PALES_07911
PALES_07921	hypothetical protein	PALES_07921
PALES_07931	hypothetical protein	PALES_07931
PALES_07941	hypothetical protein	PALES_07941
PALES_07951	transcriptional regulator, LuxR family	PALES_07951
PALES_07961	transcriptional regulator	PALES_07961
PALES_07971	EndY	endY
PALES_07981	hypothetical protein	PALES_07981
PALES_07991	hypothetical protein	PALES_07991
PALES_08001	putative phage-related protein	PALES_08001
PALES_08011	hypothetical protein	PALES_08011
PALES_08021	DNA replication protein DnaC	PALES_08021
PALES_08031	Putative DnaB-like replicative helicase	PALES_08031
PALES_08041	Putative metallophosphoesterase	PALES_08041
PALES_08051	hypothetical protein	PALES_08051
PALES_08061	hypothetical protein	PALES_08061
PALES_08071	DNA-binding protein	PALES_08071
PALES_08081	Holin, phage lambda	PALES_08081
PALES_08091	Predicted chitinase- lytic protein	PALES_08091
PALES_08101	Putative lysis protein Rz	PALES_08101
PALES_08111	hypothetical protein	PALES_08111
PALES_08121	Putative small subunit (Nu1 homolog) of DNA packaging dimer	PALES_08121
PALES_08131	Putative large subunit (GpA homolog) of DNA packaging dimer	PALES_08131
PALES_08141	Putative portal protein	PALES_08141
PALES_08151	chaperone with DnaK- heat shock protein	PALES_08151
PALES_08161	hypothetical protein	PALES_08161
PALES_08171	hypothetical protein	PALES_08171
PALES_08181	hypothetical protein	PALES_08181
PALES_08191	hypothetical protein	PALES_08191
PALES_08201	hypothetical protein	PALES_08201
PALES_08211	Putative tail length tape measure protein	PALES_08211
PALES_08221	hypothetical protein	PALES_08221
PALES_08231	hypothetical protein	PALES_08231
PALES_08241	hypothetical protein	PALES_08241
PALES_08251	hypothetical protein	PALES_08251
PALES_08261	hypothetical protein	PALES_08261
PALES_08271	hypothetical protein	PALES_08271
PALES_08281	hypothetical protein	PALES_08281
PALES_08291	hypothetical protein	PALES_08291
PALES_08301	hypothetical protein	PALES_08301
PALES_08311	hypothetical protein	PALES_08311
PALES_08321	hypothetical protein	PALES_08321
PALES_08331	tyrosyl-tRNA synthetase	tyrS
PALES_08341	putative porin	PALES_08341
PALES_08351	putative major facilitator superfamily (MFS) transporter	PALES_08351
PALES_08361	putative transcriptional regulator	PALES_08361
PALES_08371	hypothetical protein	PALES_08371
PALES_08381	cytochrome c oxidase subunit (cbb3-type)	PALES_08381
PALES_08391	putative transcriptional regulator, GntR family	PALES_08391
PALES_08401	putative iron-sulfur protein	PALES_08401
PALES_08411	putative sulfite or nitrite reductase	PALES_08411
PALES_08421	hypothetical protein	PALES_08421
PALES_08431	putative 2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase	PALES_08431
PALES_08441	2-oxo-hept-3-ene-1,7-dioate hydratase	hpcG
PALES_08451	putative major facilitator superfamily (MFS) transporter	PALES_08451
PALES_08461	5-carboxymethyl-2-hydroxymuconate isomerase	hpcD
PALES_08471	homoprotocatechuate 2,3-dioxygenase	hpcB
PALES_08481	5-carboxy-2-hydroxymuconate semialdehyde dehydrogenase	hpcC
PALES_08491	putative 4-hydroxyphenylacetate degradation bifunctional isomerase	PALES_08491
PALES_08501	putative 4-hydroxyphenylacetate degradation bifunctional isomerase	PALES_08501
PALES_08511	putative transcriptional regulator	PALES_08511
PALES_08521	aminoglycoside 3'-phosphotransferase type IIb	aph
PALES_08531	putative periplasmic protein	PALES_08531
PALES_08541	putative bacteriophytochrome	PALES_08541
PALES_08551	putative heme oxygenase	PALES_08551
PALES_08561	putative decarboxylase family protein	PALES_08561
PALES_08571	spermidine acetyltransferase	PALES_08571
